nom,age,ori,haut,poids,s20,s21,v20,v21,rupt,c20,c21,lig20,lig21,div20,div21
L. Spinazzola,28,Italy,186,75,20000.0,72000.0,15000000.0,33000000.0,56100000.0,Roma,Roma,Italian Serie A,Italian Serie A,1.0,1.0
J. Stones,27,England,188,76,110000.0,140000.0,24500000.0,41000000.0,78900000.0,Manchester City,Manchester City,English Premier League,English Premier League,1.0,1.0
N. Pope,29,England,199,76,59000.0,45000.0,24000000.0,25000000.0,47500000.0,Burnley,Burnley,English Premier League,English Premier League,1.0,1.0
R. Jiménez,30,Mexico,188,81,140000.0,120000.0,42000000.0,35500000.0,67500000.0,Wolverhampton Wanderers,Wolverhampton Wanderers,English Premier League,English Premier League,1.0,1.0
J. Pickford,27,England,185,77,70000.0,83000.0,26000000.0,33000000.0,65200000.0,Everton,Everton,English Premier League,English Premier League,1.0,1.0
A. Rüdiger,28,Germany,190,85,90000.0,130000.0,27500000.0,34500000.0,66400000.0,Chelsea,Chelsea,English Premier League,English Premier League,1.0,1.0
L. Ocampos,26,Argentina,188,84,40000.0,46000.0,36500000.0,39500000.0,83000000.0,Sevilla FC,Sevilla FC,Spain Primera Division,Spain Primera Division,1.0,1.0
M. Kovačić,27,Croatia,176,80,120000.0,135000.0,47000000.0,41500000.0,79900000.0,Chelsea,Chelsea,English Premier League,English Premier League,1.0,1.0
T. Partey,28,Ghana,185,77,81000.0,115000.0,48000000.0,36500000.0,69400000.0,Atlético de Madrid,Arsenal,Spain Primera Division,English Premier League,1.0,1.0
Gayà,26,Spain,172,66,46000.0,48000.0,49500000.0,43500000.0,94600000.0,Valencia CF,Valencia CF,Spain Primera Division,Spain Primera Division,1.0,1.0
T. Lemar,25,France,171,66,54000.0,71000.0,37000000.0,48000000.0,102000000.0,Atlético de Madrid,Atlético de Madrid,Spain Primera Division,Spain Primera Division,1.0,1.0
P. Højbjerg,25,Denmark,185,84,74000.0,105000.0,27500000.0,43500000.0,85900000.0,Tottenham Hotspur,Tottenham Hotspur,English Premier League,English Premier League,1.0,1.0
Á. Correa,26,Argentina,171,70,65000.0,80000.0,40500000.0,48000000.0,102000000.0,Atlético de Madrid,Atlético de Madrid,Spain Primera Division,Spain Primera Division,1.0,1.0
D. Zapata,30,Colombia,189,88,87000.0,77000.0,36500000.0,35500000.0,60400000.0,Atalanta,Atalanta,Italian Serie A,Italian Serie A,1.0,1.0
A. Kramarić,30,Croatia,177,73,56000.0,59000.0,30500000.0,35500000.0,60400000.0,TSG Hoffenheim,TSG Hoffenheim,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Angeliño,24,Spain,175,69,95000.0,77000.0,29500000.0,46000000.0,81700000.0,RB Leipzig,RB Leipzig,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
L. Hernández,25,France,184,79,70000.0,85000.0,41500000.0,44500000.0,76800000.0,FC Bayern München,FC Bayern München,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Marco Asensio,25,Spain,182,76,160000.0,190000.0,43500000.0,48000000.0,102000000.0,Real Madrid CF,Real Madrid CF,Spain Primera Division,Spain Primera Division,1.0,1.0
W. Weghorst,28,Netherlands,197,84,62000.0,95000.0,28000000.0,37000000.0,62900000.0,VfL Wolfsburg,VfL Wolfsburg,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
R. Gosens,26,Germany,183,76,68000.0,65000.0,34000000.0,36000000.0,61200000.0,Atalanta,Atalanta,Italian Serie A,Italian Serie A,1.0,1.0
Merino,25,Spain,189,83,31000.0,47000.0,33000000.0,50000000.0,108800000.0,Real Sociedad,Real Sociedad,Spain Primera Division,Spain Primera Division,1.0,1.0
P. Kimpembe,25,France,189,80,69000.0,90000.0,33000000.0,45500000.0,87600000.0,Paris Saint-Germain,Paris Saint-Germain,French Ligue 1,French Ligue 1,1.0,1.0
F. Mendy,26,France,180,73,160000.0,170000.0,49500000.0,43500000.0,92400000.0,Real Madrid CF,Real Madrid CF,Spain Primera Division,Spain Primera Division,1.0,1.0
A. Wan-Bissaka,23,England,183,72,115000.0,115000.0,52000000.0,48500000.0,93400000.0,Manchester United,Manchester United,English Premier League,English Premier League,1.0,1.0
Ronaldo Cabrais,29,Brazil,177,75,49000.0,49000.0,36500000.0,35500000.0,67500000.0,Grêmio,Grêmio,Campeonato Brasileiro Série A,Campeonato Brasileiro Série A,1.0,1.0
Arthur,24,Brazil,171,73,100000.0,90000.0,63500000.0,47000000.0,81100000.0,Juventus,Juventus,Italian Serie A,Italian Serie A,1.0,1.0
Gabriel Jesus,24,Brazil,175,73,150000.0,150000.0,52500000.0,52500000.0,101100000.0,Manchester City,Manchester City,English Premier League,English Premier League,1.0,1.0
O. Dembélé,24,France,178,67,175000.0,165000.0,57500000.0,55000000.0,116900000.0,FC Barcelona,FC Barcelona,Spain Primera Division,Spain Primera Division,1.0,1.0
M. Mount,22,England,178,70,70000.0,120000.0,43000000.0,58500000.0,119900000.0,Chelsea,Chelsea,English Premier League,English Premier League,1.0,1.0
É. Mendy,29,Senegal,197,86,40000.0,105000.0,15000000.0,30000000.0,57800000.0,Stade Rennais FC,Chelsea,French Ligue 1,English Premier League,1.0,1.0
F. Chiesa,23,Italy,175,70,50000.0,74000.0,23000000.0,80500000.0,,Fiorentina,Juventus,Italian Serie A,Italian Serie A,1.0,1.0
F. Valverde,22,Uruguay,182,78,135000.0,160000.0,73500000.0,58000000.0,130500000.0,Real Madrid CF,Real Madrid CF,Spain Primera Division,Spain Primera Division,1.0,1.0
J. Koundé,22,France,181,75,21000.0,33000.0,33000000.0,53000000.0,121900000.0,Sevilla FC,Sevilla FC,Spain Primera Division,Spain Primera Division,1.0,1.0
João Félix,21,Portugal,181,72,52000.0,61000.0,62500000.0,82000000.0,184500000.0,Atlético de Madrid,Atlético de Madrid,Spain Primera Division,Spain Primera Division,1.0,1.0
Pepe,38,Portugal,188,80,13000.0,14000.0,4600000.0,5500000.0,11000000.0,FC Porto,FC Porto,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
Raúl Albiol,35,Spain,190,82,41000.0,30000.0,10000000.0,8000000.0,16800000.0,Villarreal CF,Villarreal CF,Spain Primera Division,Spain Primera Division,1.0,1.0
Ł. Fabiański,36,Poland,190,83,26000.0,43000.0,2900000.0,3400000.0,6500000.0,West Ham United,West Ham United,English Premier League,English Premier League,1.0,1.0
S. Sirigu,34,Italy,192,85,54000.0,20000.0,13500000.0,5000000.0,9000000.0,Torino F.C.,Genoa,Italian Serie A,Italian Serie A,1.0,1.0
I. Rakitić,33,Croatia,184,78,39000.0,39000.0,24000000.0,18500000.0,38900000.0,Sevilla FC,Sevilla FC,Spain Primera Division,Spain Primera Division,1.0,1.0
G. Bale,31,Wales,185,82,200000.0,170000.0,35000000.0,25000000.0,51300000.0,Tottenham Hotspur,Real Madrid CF,English Premier League,Spain Primera Division,1.0,1.0
Rui Patrício,33,Portugal,190,84,90000.0,51000.0,21000000.0,10000000.0,17000000.0,Wolverhampton Wanderers,Roma,English Premier League,Italian Serie A,1.0,1.0
É. Banega,33,Argentina,174,75,55000.0,46000.0,28500000.0,15000000.0,25500000.0,Al Shabab,Al Shabab,Saudi Abdul L. Jameel League,Saudi Abdul L. Jameel League,1.0,1.0
M. Pjanić,31,Bosnia and Herzegovina,178,72,220000.0,155000.0,51500000.0,25000000.0,,FC Barcelona,Beşiktaş JK,Spain Primera Division,Turkish Süper Lig,1.0,1.0
Yuri Berchiche,31,Spain,181,80,35000.0,35000.0,31500000.0,22000000.0,46200000.0,Athletic Club de Bilbao,Athletic Club de Bilbao,Spain Primera Division,Spain Primera Division,1.0,1.0
L. Stindl,32,Germany,181,80,45000.0,41000.0,17500000.0,24000000.0,40800000.0,Borussia Mönchengladbach,Borussia Mönchengladbach,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Oscar,29,Brazil,179,70,25000.0,38000.0,36500000.0,30000000.0,46500000.0,Shanghai Port FC,Shanghai Port FC,Chinese Super League,Chinese Super League,1.0,1.0
K. Trapp,30,Germany,189,88,35000.0,31000.0,25000000.0,20500000.0,34900000.0,Eintracht Frankfurt,Eintracht Frankfurt,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Coutinho,29,Brazil,172,68,190000.0,165000.0,36500000.0,30000000.0,61500000.0,FC Barcelona,FC Barcelona,Spain Primera Division,Spain Primera Division,1.0,1.0
C. Eriksen,29,Denmark,181,76,155000.0,120000.0,54500000.0,29500000.0,50200000.0,Inter,Inter,Italian Serie A,Italian Serie A,1.0,1.0
D. Blind,31,Netherlands,180,72,23000.0,23000.0,25000000.0,21000000.0,29400000.0,Ajax,Ajax,Holland Eredivisie,Holland Eredivisie,1.0,1.0
M. Götze,29,Germany,177,71,,29000.0,,30000000.0,42000000.0,,PSV,,Holland Eredivisie,,1.0
A. Areola,28,France,195,94,71000.0,75000.0,32000000.0,26000000.0,,Fulham,West Ham United,English Premier League,English Premier League,1.0,1.0
J. Corona,28,Mexico,173,66,25000.0,22000.0,45000000.0,30500000.0,61000000.0,FC Porto,FC Porto,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
A. Lacazette,30,France,175,73,125000.0,110000.0,36500000.0,30000000.0,57000000.0,Arsenal,Arsenal,English Premier League,English Premier League,1.0,1.0
I. Gueye,31,Senegal,174,66,105000.0,88000.0,35500000.0,21500000.0,39800000.0,Paris Saint-Germain,Paris Saint-Germain,French Ligue 1,French Ligue 1,1.0,1.0
Mário Fernandes,30,Russia,187,80,60000.0,57000.0,27000000.0,26500000.0,42400000.0,PFC CSKA Moscow,PFC CSKA Moscow,Russian Premier League,Russian Premier League,1.0,1.0
O. Baumann,31,Germany,187,82,37000.0,37000.0,20500000.0,16000000.0,27200000.0,TSG Hoffenheim,TSG Hoffenheim,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Neto,31,Brazil,190,84,125000.0,115000.0,20500000.0,16000000.0,32800000.0,FC Barcelona,FC Barcelona,Spain Primera Division,Spain Primera Division,1.0,1.0
Isco,29,Spain,176,79,210000.0,175000.0,42500000.0,30000000.0,61500000.0,Real Madrid CF,Real Madrid CF,Spain Primera Division,Spain Primera Division,1.0,1.0
W. Zaha,28,Côte d'Ivoire,180,66,82000.0,85000.0,38500000.0,31000000.0,58900000.0,Crystal Palace,Crystal Palace,English Premier League,English Premier League,1.0,1.0
L. Muriel,30,Colombia,179,79,65000.0,70000.0,17500000.0,30000000.0,51000000.0,Atalanta,Atalanta,Italian Serie A,Italian Serie A,1.0,1.0
A. Lopes,30,Portugal,184,81,69000.0,60000.0,30000000.0,23000000.0,45400000.0,Olympique Lyonnais,Olympique Lyonnais,French Ligue 1,French Ligue 1,1.0,1.0
Campaña,28,Spain,179,70,31000.0,43000.0,24000000.0,30500000.0,64100000.0,Levante Unión Deportiva,Levante Unión Deportiva,Spain Primera Division,Spain Primera Division,1.0,1.0
Gabriel Paulista,30,Brazil,185,72,46000.0,44000.0,28000000.0,25000000.0,52500000.0,Valencia CF,Valencia CF,Spain Primera Division,Spain Primera Division,1.0,1.0
J. Veretout,28,France,177,67,20000.0,66000.0,19000000.0,29500000.0,52400000.0,Roma,Roma,Italian Serie A,Italian Serie A,1.0,1.0
Suso,27,Spain,176,70,39000.0,42000.0,28000000.0,32500000.0,68300000.0,Sevilla FC,Sevilla FC,Spain Primera Division,Spain Primera Division,1.0,1.0
T. Hazard,28,Belgium,175,71,79000.0,75000.0,38500000.0,30500000.0,51900000.0,Borussia Dortmund,Borussia Dortmund,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Juan Bernat,28,Spain,170,67,95000.0,90000.0,38000000.0,27500000.0,50900000.0,Paris Saint-Germain,Paris Saint-Germain,French Ligue 1,French Ligue 1,1.0,1.0
Portu,29,Spain,167,66,50000.0,51000.0,36500000.0,30000000.0,63000000.0,Real Sociedad,Real Sociedad,Spain Primera Division,Spain Primera Division,1.0,1.0
H. Çalhanoğlu,27,Turkey,178,76,48000.0,115000.0,19000000.0,35000000.0,62100000.0,AC Milan,Inter,Italian Serie A,Italian Serie A,1.0,1.0
E. Can,27,Germany,186,86,72000.0,72000.0,37500000.0,35000000.0,62100000.0,Borussia Dortmund,Borussia Dortmund,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Saúl,26,Spain,184,75,78000.0,68000.0,55500000.0,39500000.0,,Atlético de Madrid,Chelsea,Spain Primera Division,English Premier League,1.0,1.0
M. de Roon,30,Netherlands,185,76,63000.0,59000.0,22000000.0,25500000.0,43400000.0,Atalanta,Atalanta,Italian Serie A,Italian Serie A,1.0,1.0
Y. Bounou,30,Morocco,192,78,20000.0,29000.0,6000000.0,20500000.0,43100000.0,Sevilla FC,Sevilla FC,Spain Primera Division,Spain Primera Division,1.0,1.0
Grimaldo,25,Spain,171,69,20000.0,18000.0,56000000.0,37000000.0,76800000.0,SL Benfica,SL Benfica,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
A. Romagnoli,26,Italy,185,75,51000.0,49000.0,45500000.0,31500000.0,55900000.0,AC Milan,AC Milan,Italian Serie A,Italian Serie A,1.0,1.0
D. Berardi,26,Italy,183,72,39000.0,51000.0,25000000.0,33500000.0,57000000.0,U.S. Sassuolo Calcio,U.S. Sassuolo Calcio,Italian Serie A,Italian Serie A,1.0,1.0
N. Tagliafico,28,Argentina,172,65,27000.0,24000.0,40500000.0,27500000.0,38500000.0,Ajax,Ajax,Holland Eredivisie,Holland Eredivisie,1.0,1.0
P. Gollini,26,Italy,194,94,40000.0,48000.0,19000000.0,35000000.0,,Atalanta,Tottenham Hotspur,Italian Serie A,English Premier League,1.0,1.0
N. Süle,25,Germany,195,99,84000.0,78000.0,57500000.0,40500000.0,69900000.0,FC Bayern München,FC Bayern München,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Alex Telles,28,Brazil,181,71,23000.0,130000.0,44500000.0,27500000.0,50900000.0,FC Porto,Manchester United,Portuguese Liga ZON SAGRES,English Premier League,1.0,1.0
Anderson Talisca,27,Brazil,190,80,36000.0,61000.0,40000000.0,35500000.0,63000000.0,Guangzhou FC,Al Nassr,Chinese Super League,Saudi Abdul L. Jameel League,1.0,1.0
R. De Paul,27,Argentina,180,70,19000.0,68000.0,13000000.0,35000000.0,74400000.0,Udinese Calcio,Atlético de Madrid,Italian Serie A,Spain Primera Division,1.0,1.0
Rafa,28,Portugal,170,63,23000.0,22000.0,38500000.0,30500000.0,61000000.0,SL Benfica,SL Benfica,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
Diego Carlos,28,Brazil,185,86,39000.0,37000.0,38500000.0,30500000.0,66300000.0,Sevilla FC,Sevilla FC,Spain Primera Division,Spain Primera Division,1.0,1.0
A. Rebić,27,Croatia,185,78,48000.0,54000.0,21000000.0,32500000.0,55300000.0,AC Milan,AC Milan,Italian Serie A,Italian Serie A,1.0,1.0
C. Lenglet,26,France,186,81,190000.0,145000.0,67000000.0,37500000.0,79700000.0,FC Barcelona,FC Barcelona,Spain Primera Division,Spain Primera Division,1.0,1.0
J. Maddison,24,England,175,73,82000.0,100000.0,37000000.0,41500000.0,82000000.0,Leicester City,Leicester City,English Premier League,English Premier League,1.0,1.0
M. Locatelli,23,Italy,185,75,27000.0,74000.0,21000000.0,42000000.0,72500000.0,U.S. Sassuolo Calcio,Juventus,Italian Serie A,Italian Serie A,1.0,1.0
M. Ødegaard,22,Norway,178,68,135000.0,89000.0,58500000.0,49000000.0,102900000.0,Real Madrid CF,Arsenal,Spain Primera Division,English Premier League,1.0,1.0
Rúben Neves,24,Portugal,180,80,89000.0,89000.0,46000000.0,46000000.0,90900000.0,Wolverhampton Wanderers,Wolverhampton Wanderers,English Premier League,English Premier League,1.0,1.0
Diogo Jota,24,Portugal,178,73,90000.0,120000.0,33500000.0,46000000.0,88600000.0,Liverpool,Liverpool,English Premier League,English Premier League,1.0,1.0
J. Gomez,24,England,188,77,95000.0,100000.0,49500000.0,43500000.0,89200000.0,Liverpool,Liverpool,English Premier League,English Premier League,1.0,1.0
Fabián,25,Spain,189,70,70000.0,77000.0,48000000.0,42000000.0,74600000.0,Napoli,Napoli,Italian Serie A,Italian Serie A,1.0,1.0
C. Pulisic,22,United States,177,69,83000.0,120000.0,41500000.0,49000000.0,100500000.0,Chelsea,Chelsea,English Premier League,English Premier League,1.0,1.0
Palhinha,25,Portugal,190,82,12000.0,18000.0,20500000.0,41000000.0,85100000.0,Sporting CP,Sporting CP,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
D. Upamecano,22,France,186,90,36000.0,70000.0,37000000.0,64000000.0,118400000.0,RB Leipzig,FC Bayern München,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Mario Hermoso,26,Spain,185,76,51000.0,62000.0,25000000.0,35500000.0,75400000.0,Atlético de Madrid,Atlético de Madrid,Spain Primera Division,Spain Primera Division,1.0,1.0
L. Bailey,23,Jamaica,178,77,59000.0,75000.0,32500000.0,41500000.0,82000000.0,Bayer 04 Leverkusen,Aston Villa,German 1. Bundesliga,English Premier League,1.0,1.0
B. Chilwell,24,England,178,77,79000.0,100000.0,34500000.0,40500000.0,78000000.0,Chelsea,Chelsea,English Premier League,English Premier League,1.0,1.0
Raphaelinho Anjos,33,Brazil,190,85,32000.0,20000.0,15000000.0,10000000.0,19000000.0,Grêmio,RB Bragantino,Campeonato Brasileiro Série A,Campeonato Brasileiro Série A,1.0,1.0
Josué Chiamulera,29,Brazil,185,80,41000.0,41000.0,26500000.0,25500000.0,48500000.0,Grêmio,Grêmio,Campeonato Brasileiro Série A,Campeonato Brasileiro Série A,1.0,1.0
Unai Simón,24,Spain,190,89,18000.0,24000.0,27000000.0,34500000.0,75000000.0,Athletic Club de Bilbao,Athletic Club de Bilbao,Spain Primera Division,Spain Primera Division,1.0,1.0
Richarlison,24,Brazil,181,71,90000.0,100000.0,52000000.0,46500000.0,91800000.0,Everton,Everton,English Premier League,English Premier League,1.0,1.0
C. Romero,23,Argentina,185,79,29000.0,51000.0,5500000.0,41500000.0,,Atalanta,Tottenham Hotspur,Italian Serie A,English Premier League,1.0,1.0
D. Dumfries,25,Netherlands,188,80,18000.0,100000.0,23500000.0,35000000.0,62100000.0,PSV,Inter,Holland Eredivisie,Italian Serie A,1.0,1.0
Raphinha,24,Brazil,176,68,51000.0,89000.0,37000000.0,46000000.0,90900000.0,Stade Rennais FC,Leeds United,French Ligue 1,English Premier League,1.0,1.0
A. Isak,21,Sweden,192,77,28000.0,37000.0,35000000.0,45000000.0,97900000.0,Real Sociedad,Real Sociedad,Spain Primera Division,Spain Primera Division,1.0,1.0
D. Rice,22,England,185,80,31000.0,69000.0,33500000.0,43000000.0,84900000.0,West Ham United,West Ham United,English Premier League,English Premier League,1.0,1.0
A. Davies,20,Canada,183,75,40000.0,59000.0,53000000.0,57000000.0,105500000.0,FC Bayern München,FC Bayern München,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
F. Neuhaus,24,Germany,185,74,37000.0,36000.0,35000000.0,46000000.0,81700000.0,Borussia Mönchengladbach,Borussia Mönchengladbach,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Y. En-Nesyri,24,Morocco,188,78,27000.0,37000.0,21500000.0,44000000.0,95700000.0,Sevilla FC,Sevilla FC,Spain Primera Division,Spain Primera Division,1.0,1.0
T. Ndombele,24,France,179,76,82000.0,95000.0,42000000.0,46000000.0,90900000.0,Tottenham Hotspur,Tottenham Hotspur,English Premier League,English Premier League,1.0,1.0
T. Souček,26,Czech Republic,192,86,46000.0,81000.0,34500000.0,36000000.0,71100000.0,West Ham United,West Ham United,English Premier League,English Premier League,1.0,1.0
Éder Militão,23,Brazil,186,78,115000.0,130000.0,40000000.0,56500000.0,127100000.0,Real Madrid CF,Real Madrid CF,Spain Primera Division,Spain Primera Division,1.0,1.0
Ferran Torres,21,Spain,184,77,95000.0,120000.0,56500000.0,68500000.0,140400000.0,Manchester City,Manchester City,English Premier League,English Premier League,1.0,1.0
Pau Torres,24,Spain,191,80,26000.0,35000.0,29000000.0,56500000.0,130000000.0,Villarreal CF,Villarreal CF,Spain Primera Division,Spain Primera Division,1.0,1.0
D. Livaković,26,Croatia,187,79,900.0,1000.0,26000000.0,35000000.0,79600000.0,Dinamo Zagreb,Dinamo Zagreb,Croatian Prva HNL,Croatian Prva HNL,1.0,1.0
Dani Olmo,23,Spain,179,72,48000.0,78000.0,39500000.0,46000000.0,81700000.0,RB Leipzig,RB Leipzig,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
Joaquín,39,Spain,179,75,22000.0,23000.0,7000000.0,8500000.0,17900000.0,Real Betis Balompié,Real Betis Balompié,Spain Primera Division,Spain Primera Division,1.0,1.0
B. Yılmaz,35,Turkey,188,77,41000.0,39000.0,7000000.0,11000000.0,20900000.0,LOSC Lille,LOSC Lille,French Ligue 1,French Ligue 1,1.0,1.0
Nani,34,Portugal,177,70,13000.0,14000.0,13000000.0,12000000.0,18000000.0,Orlando City Soccer Club,Orlando City Soccer Club,USA Major League Soccer,USA Major League Soccer,1.0,1.0
A. Gignac,35,France,189,85,66000.0,50000.0,12500000.0,11000000.0,17600000.0,Tigres U.A.N.L.,Tigres U.A.N.L.,Mexican Liga MX,Mexican Liga MX,1.0,1.0
